question_id,answer_text
39,Bocio multinodular tóxico.
39,Tiroiditis linfocítica.
39,Tiroiditis de Hashimoto.
40,Down.
40,Klinefelter.
40,Angelman.
40,Prader-Willi
41,Carcinoma folicular.
41,Carcinoma metastático.
41,Bocio endémico.
41,Tiroiditis de Hashimoto.
42,1.5
42,4
42,5
42,3
43,Graves Basedow.
43,De Quervain.
43,Bocio no toxico.
43,Ca. de tiroides.
44,Secundaria e hipogonadismo hipergonadotrófico.
44,Secundaria con ovarios normales y ausencia de GnRH.
44,Primaria con concentraciones normales de gonadotropina.
44,Secundaria por ausencia de neuronas de GnRH.
45,T4 elevada.
45,TDH elevada.
45,T3 elevada.
45,rT3 baja.
46,Cetoacidótico.
46,Urémico.
46,Lacto acidótico.
46,Hiponatrémico.
47,Debilidad muscular distal y estrias en piel.
47,Atrofia muscular y palidez.
47,Estrías cutáneas violáceas e hipotensión arterial.
47,Hirsutismo y palidez generalizada.
48,Ovario poliquístico.
48,Disfunción tiroidea.
48,Insensibilidad a los andrógenos
48,Ooforitis autoinmune.
49,Hipotiroidismo.
49,Insuficiencia renal crónica.
49,Cirrosis hepática.
49,Insuficiencia cardiaca.
50,Tirotoxicosis.
50,Síndrome de Cushing.
50,Hiperparatiroidismo
50,Acromegalia.
51,Ingestión baja de calcio durante la adolescencia y edad adulta temprana
51,Ingestión alta de proteínas
51,Tabaquismo
51,Consumo elevado de alcohol
52,Carcinoma anaplásico.
52,Carcinoma folicular.
52,Linfoma tiroideo.
52,Carcinoma medular.
53,Anaplásico
53,Folicular
53,De células de Hürthle
53,Medular
54,Linfoma tiroideo
54,Tiroiditis de Riedel
54,Carcinoma medular tiroideo
54,Tiroiditis de Hashimoto
55,Enfermedad de Cushing.
55,Crisis tirotóxica.
55,Neoplasia endocrina múltiple.
55,Hiperplasia de glándula suprarrenal bilateral.
56,Catecolaminas en plasma.
56,Prueba con glucagón.
56,Prueba con fentolamina.
56,Gammagrafía con metayodobencilguanidina I-123
57,Fibromialgia reumática
57,Artrosis
57,Depresión
57,Carcinomatosis metastásica
58,"Tiroides desecado, 120 mg diario"
58,L-tiroxina 15 mg/día
58,"Triyodotironina, 25 ug dos veces al día"
58,"Triyodotironina, 50 ug dos veces al día"
59,Piel seca.
59,Hipoactividad.
59,Hiperreflexia.
59,Alopecia.
60,Hepatopatía crónica.
60,Insuficiencia suprarrenal crónica.
60,Desnutrición crónica.
60,Insuficiencia renal crónica.
61,Pioglitazona.
61,Glimeperide.
61,Clorpropamida.
61,Glibenclamida.
62,La edad de la paciente
62,El tamaño del bocio
62,La toxicidad potencial de la medicación antitiroidea
62,El efecto carcinógeno del yodo radiactivo
63,Tratamiento con litio
63,Tratamiento con diuréticos tiacidicos
63,Intoxicación con vitamina D
63,Sarcoidosis
64,Biguanida
64,Insulina de depósito.
64,Sulfonilurea de acción corta.
64,Sulfonilurea de acción prolongada.
65,Leve
65,Severa
65,Grave
65,Aguda
66,Colelitiasis
66,Diabetes mellitus
66,Hipertensión
66,Hipertrigliceridemia
67,Hipertensión arterial
67,Colelitiasis
67,Deslizamiento y aplanamiento de epifisis proximal de fémur.
67,Pseudotumor cerebral
68,La obesidad infantil puede ser un factor de riesgo de la obesidad en la edad adulta
68,La obesidad mórbida se asocia a un incremento de la mortalidad
68,La prevalencia de diabetes e hipertensión es más elevada en las personas obesas
68,"La obesidad es un factor de riesgo del cáncer de colon, mama y endometrio"
70,Cirugía.
70,Infecciones
70,Stress emocional.
70,Obesidad.
71,Glucosa en orina.
71,Glicemia post prandial.
71,Glicemia en ayunas.
71,Curva de tolerancia a la glucosa.
72,1 mes anterior.
72,5 meses anteriores.
72,7 meses anteriores.
72,6 meses anteriores.
73,DI.
73,Vaginitis y cistitis
73,Mixedema.
73,Feocromocitoma
74,Glicemia de 195 mg/dL.
74,"Potasio sérico de 2,8 mEq/L."
74,Bicarbonato de sodio de 15 mEq/L.
74,"Creatinina sérica de 1,5 mg/dL"
75,Betabloqueante
75,Diurético
75,Calcioantagonista
75,Alfabloqueantes
76,Personas con historia de familiares de 1° grado de diabetes
76,Historia de diabetes gestacional
76,Embarazo
76,Obesidad mórbida
77,Derivado de hierro por vía oral
77,Insulina de acción rápida
77,Insulina de acción intermedia
77,Insulina de acción ultralenta
78,Glucemias en ayunas inferiores a 200 mg/dl
78,"Ausencia de cetonurias, sin importar la glucemia"
78,"Mantener “glucosuria de seguridad"" para evitar las glucemias"
78,La ausencia de sintomatología
79,Gilipizida.
79,Gliclazida.
79,Glibenclamida.
79,Ghisentida
80,La actividad PPAR gamma se deteriora severamente
80,Hay una cardiopatia diabética propia.
80,Algunos casos asintomáticos
80,Coexistencia con otras patologias del Sindrome X.
81,Aumento de la secreción pancreática de insulina.
81,Disminución de la oxidación de ácidos grasos libres.
81,Mejora la captación muscular de glucosa.
81,Inhibición del glucagon.
82,Se le pide una curva de glucemia para diagnóstico.
82,Se inicia tratamiento con antidiabéticos orales.
82,Se inicia tratamiento con dosis de insulina NPH.
82,Se le pide nuevos análisis dentro de un año.
83,Administración de bicarbonato.
83,Administración de potasio.
83,Administración de antibióticos.
83,Colocación de catéter venoso central.
84,A los 20 minutos.
84,A las 4 horas.
84,A las 2 horas
84,A los 60 minutos.
85,Hemoglobina glicosilada
85,Glucemia basal
85,Glucemia basal y postpandrial
85,Fructosamina
86,"Si la glucemia a las 3 de la madrugada está baja, nos encontramos ante un fenómeno del alba."
86,"Si la glucemia a las 3 de la madrugada está normal, se trata de un fenómeno de Somogyi."
86,Debe aumentarse la dosis de insulina NPH de la cena.
86,Debe aumentarse la dosis de insulina del desayuno.
87,"Polidipsia, polifagia y poliuria."
87,"Sudoración, enfriamiento generalizado y trastorno de la conciencia."
87,"Deshidratación severa, hiperosmolaridad y convulsiones."
87,"Fiebre, decaimiento y malestar general."
88,Una glucemia de 250 mg/dl
88,Una glucemia estable
88,Un buen estado de hidratación
88,Disminución de la glucemia de 200 mg/dl respecto a la basal
89,Acidosis metabólica.
89,Glicemia mayor de 400 mg/dL.
89,Bicarbonato menor de 15 mEq/L.
89,Cuerpos cetónicos en orina.
90,DM tipo 1.
90,DM tipo 2.
90,Cetoacidosis diabética.
90,Hipoglucemia.
91,Insulina cristalina en bolos
91,Insulina cristalina por vía SC
91,Insulina cristalina por vía IM
91,Insulina intermedia por vía SC
92,Insulina rápida en bomba de infusion V
92,Administración de suero salino fisiológico
92,Administración de cloruro potásico
92,"Vigilancia estricta de constantes, pH y glucemia V"
93,Disminuir la dosis de insulina cristalina antes del desayuno
93,Disminuir la dosis de insulina cristalina antes de la cena
93,Aumentar la ingesta de caloria en el desayuno y la cena
93,Adelantar la hora del desayuno
94,Hipoglucemia facticia por insulina exógena.
94,Hipoglucemia por insulinoma.
94,Hipoglucemia por hiperinsulinismo alimentario.
94,Hipoglucemia por galactosemia.
95,Aumento de la permeabilidad capilar
95,Microaneurismas
95,Exudados algodonosos
95,Hemorragias pequeñas y redondas
96,Hemorragias peripapilares.
96,Depósitos periarteriales de lípidos.
96,Exudados amarillentos.
96,Neoformaciones vasculares.
97,Acidosis metabólica.
97,Disminución del aclaramiento de creatinina.
97,Hipertensión arterial.
97,Hiperpotasemia.
98,Creatinina sérica
98,Aclaramiento de creatinina
98,Sobrecarga de glucosa
98,Ecografia
99,Iniciar tratamiento con insulina NPH.
99,Repetir examen en un mes.
99,Iniciar hipoglicemiantes orales.
99,Solicitar hemoglobina glicosilada.
100,50 - 80
100,80 - 120
100,140 - 180
100,200 - 240
101,Sobrecarga oral con 75 g. de glucosa.
101,Test de glucagón.
101,Prueba de tolerancia oral a la glucosa de 6 horas de duración
101,Test de tolbutamida.
102,Insulinoma.
102,Cirrosis.
102,Sepsis.
102,Uso de inhibidores de la MAO.
103,"1,3,4"
103,"3,4,5"
103,"2,3,4"
103,"1,2,3"
104,Inhibición de la organificación tiroides de yoduro
104,Aumento de glucemia en horas tempranas de la mañana
104,Fallo secundario de las sulfonilureas
104,Aumento de GH en la sobrecarga oral de glucosa
106,100 U
106,300 U
106,400 U
106,500 U
107,Hiperplasia suprarrenal macronodular.
107,Adenoma suprarrenal.
107,Carcinoma suprarrenal.
107,Secreción de ACTH ectópica.
108,Cursa con hipertensión arterial.
108,Presencia de estrias blanco nacaradas superficiales
108,Hirsutismo.
108,Obesidad centrifuga
109,Tuberculosis pulmonar.
109,SIDA.
109,Diabetes mellitus
109,Hipertiroidismo.
110,Niveles urinarios altos de la 17-OH y 17-cetosteroides
110,Cortisol libre en orina de 24 horas
110,Test de supresión nocturna con dexametasona
110,Ritmo de cortisol plasmático
111,Diabetes mellitus.
111,Obesidad exógena.
111,Síndrome de Turner.
111,Polimiositis.
112,Enfermedad de Addison.
112,Secreción de ACTH ectópico.
112,Ingesta de glucocorticoides.
112,Tumor suprarrenal productor de cortisol.
113,Hiperaldosteronismo secundario.
113,Hiperaldosteronismo primario.
113,Crisis tirotóxica.
113,Shock séptico.
114,Secreción inapropiada de hormona antidiurética.
114,Diabetes mellitus.
114,Hipotiroidismo.
114,Cirrosis hepática.
115,Aguda.
115,De Hashimoto.
115,Tuberculosa.
115,De Riedel.
116,Tiroiditis de Hashimoto.
116,Tiroiditis de Riedel.
116,Tiroiditis crónica con tirotoxicosis transitoria.
116,Enfermedad de Graves.
117,Antecedente de infección viral reciente
117,Fiebre y temblor distal
117,Elevación de T4 sérica
117,Disminución de TSH sérica
118,Bocio endémico normofuncionante
118,Adenoma tóxico
118,Tiroiditis subaguda indolora (silente)
118,Enfermedad de Basedow
119,En esta etapa puede precisar tratamiento con propranolol o antitiroideos.
119,No se producen recidivas.
119,Suele estar precedido por una infección respiratoria de vías altas.
119,En la PAAF suelen observarse también granulomas.
120,Carcinoma folicular
120,Carcinoma medular
120,Carcinoma anaplásico
120,Adenoma de células de Hürthle
121,Tiroiditis de De Quervain.
121,Tiroiditis silente.
121,Tiroiditis de Riedel.
121,Tiroiditis inducida por amiodarona.
122,Aguda infecciosa
122,Aguda por irradiación
122,Subaguda de De Quervain
122,Crónica de Riedel
123,Hipotiroidismo idiopático.
123,Tiroiditis de Riedel.
123,Hipopituitarismo.
123,Diabetes mellitus.
124,I
124,IV
124,V
124,II
125,Que afecte ambas mamas.
125,Hiperplasia subareolar de las mamas.
125,Hiperestesia mamaria.
125,Pseudo ginecomastia.
126,Baja estatura.
126,Disgenesia gonadal.
126,Amenorrea primaria.
126,Tórax amplio de mamas muy separadas.
127,Síndrome de Turner
127,Síndrome de Down
127,Síndrome de Noonan
127,Síndrome de Leriche
128,Azoospermia
128,Ginecomastia
128,Déficit de testosterona
128,Grado variable de eunucoidismo
129,Sindrome de Klinefelter
129,Sindrome de Noonan
129,Sindrome de Del Castillo
129,Sindrome de Reifenstein
130,XO.
130,Laurence - Moon - Biedl.
130,Klinefelter.
130,Noonan
131,Cardiopatía congénita.
131,Raquitismo
131,Sordera.
131,Miopía severa.
132,Hiperplasia suprarrenal congénita
132,Síndrome de Turner
132,Síndrome de Kallman
132,Síndrome de ovario poliquístico
133,Presentación en menores de 20 años.
133,Presentación en varones.
133,Lesión sólida en la ecografia.
133,Todos son criterios de malignidad.
134,Varón.
134,Disfonía.
134,Ausencia de dolor.
134,Nódulo frío gammagráficamente.
135,Gammagrafía con yodo radiactivo
135,La determinación de TSH y T4
135,La ecografia tiroidea
135,La extirpación quirúrgica
136,TC de cuello a continuación
136,Enviar al cirujano a continuación
136,Tratamiento supresor de prueba durante 6 meses
136,Ecografía tiroidea de control a los tres meses
137,TAC cervical
137,Niveles de hormonas tiroideas.
137,Ecografía.
137,Punción-aspiración con aguja fina (PAAF) y estudio citológico.
138,Ecografía tiroidea
138,Gammagrafía tiroidea con I131
138,Biopsia intraoperatoria
138,Determinación de calcitonina plasmática
139,Consistencia firme
139,Irregularidad
139,Fijación a estructuras adyacentes
139,Gran tamaño
140,Carcinoma papilar.
140,Carcinoma folicular
140,Linfoma tiroideo
140,Carcinoma medular.
141,TAC cervical.
141,Tiroidectomía total.
141,Tiroidectomía total incluyendo las paratiroides.
141,Biopsia del nódulo tiroideo.
142,Hormona tiroidea de inicio sin corticoides.
142,Hormona tiroidea a dosis altas y corticoides a dosis bajas.
142,"Corticoides a dosis altas, luego hormona tiroidea a dosis bajas."
142,"Hormona tiroidea, corticoides y diuréticos."
143,Síndrome nefrótico.
143,Síndrome de Down.
143,Retraso mental.
143,Diabetes mellitus.
144,Insuficiencia suprarrenal crónica.
144,Hipocalcemia.
144,Hipofosfatemia
144,Insuficiencia renal crónica.
145,Traumatismo.
145,Ingestión de yodo radiactivo.
145,Cirugía paratiroidea.
145,Fármacos antitiroideos.
146,Enfermedad de Addison.
146,Hipoparatiroidismo.
146,Hipertiroidismo.
146,Pseudohipoparatiroidismo.
147,T4 libre
147,T4 total
147,T3 libre
147,Tiroglobulina
148,Hipertrofia.
148,Hiperplasia.
148,Inflamación no proliferativa.
148,Inflamación purulenta.
149,Engrosamiento o ronquera de la voz.
149,Bradicardia.
149,Piel seca y gruesa.
149,"Tumefacción de manos, cara y extremidades."
150,Ablación del tiroides con yodo radiactivo
150,Metimazol
150,"60 mg de prednisona diario, con disminución rápida de dosis"
150,Gotas de yodo (SSKI)
151,Creatinfosfoquinasa - MB.
151,Troponina T.
151,Dosaje de gases arteriales.
151,Dimero D.
152,TSH
152,TSH y T4
152,T4 libre
152,T3 y T4
153,Efecto Jod-Basedow
153,Síndrome de T3 baja
153,Síndrome de Pendred
153,Tiroides sublingual
154,Producción excesiva de TSH.
154,Adenoma hiperfuncionante.
154,Bocio multinodular tóxico.
154,Enfermedad de Graves-Basedow.
155,Wolff Chaikoff
155,Alba
155,Somogyi
155,Quervain
156,Captación tiroidea de yodo.
156,Niveles de TSH.
156,Niveles de T4
156,Niveles de rT3
157,Tiroidectomía subtotal.
157,Ketoconazol.
157,Betabloqueantes.
157,I 131
158,Gammagrafía tiroidea
158,Anticuerpos antitiroideos
158,Ecografía tiroidea
158,Captaciones tiroideas de l-131
159,Carcinoma metastático de tiroides
159,Carcinoma medular de la tiroides
159,Tiroiditis subaguda (indolora)
159,Enfermedad de Graves
160,Adenoma tóxico
160,Bocio multinodular hiperfuncionante
160,Tiroiditis de De Quervain
160,Enfermedad de Graves
161,Hipertiroidismo primaria
161,Tumor luteinizante
161,Tumor foliculoestimulante FSH
161,Resistencia selectiva hipofisaria a hormonas tiroideas
162,Propanolol y propiltiouracilo
162,Metimazol
162,Yodo radiactivo
162,Cirugía tras tratamiento con propanolol
163,Palpitaciones e intolerancia al color.
163,Bocio nodular e hiperreflexia.
163,Piel caliente y suave.
163,Hiperactividad y labilidad emocional.
164,I 131
164,Cirugía.
164,Bromocriptina.
164,Análogos de la somatostatina.
165,Tiroidectomía subtotal.
165,Propiltiouracilo y levotiroxina.
165,Yodo radiactivo.
165,Propranolol.
166,Propiltiouracilo.
166,Yoduro.
166,Dexametasona.
166,Ipodato sódico.
167,Hipotiroidismo primario
167,Hipotiroidismo de origen hipotálamo-hipofisario
167,Hipotiroidismo secundario a medicamentos
167,Hipotiroidismo subclínico
168,"T3, T4 y TSH."
168,FSH.
168,LH.
168,ACTH.
169,Hipotiroidismo.
169,Insuficiencia renal crónica.
169,Cirrosis biliar primaria.
169,Insuficiencia suprarrenal secundaria
170,Hiperpigmentación.
170,Hipotensión arterial
170,Hipoglucemia
170,Vitiligo
171,Metirapona.
171,Hiperplasia suprarrenal congénita.
171,Anticuerpos bloqueantes de ACTH.
171,Administración de esteroides.
172,Amiloidosis.
172,Autoinmune.
172,Hemorragia suprarrenal.
172,Sarcoidosis.
173,Desnutrición crónica.
173,Hipotiroidismo.
173,Hipopituitarismo secundario.
173,Deficiencia de zinc.
174,Hiperpigmentación.
174,Hiponatremia.
174,Hiperkaliemia.
174,Cetoacidosis.
175,Tones (Na y K) en suero
175,Determinación de ACTH
175,Ritmo cardiaco de cortisol
175,Cortisol en orina de 24 h
176,Fibratos.
176,Ácido acetilsalicílico.
176,Clopidogrel.
176,Solo dieta.
177,"Colesterol total alto, LDL baja y triglicéridos normales."
177,"Colesterol total alto, LDL alta, triglicéridos bajos."
177,"Colesterol total alto, LDL normal, triglicéridos altos."
177,"Colesterol total alto, LDL baja y triglicéridos bajos."
178,Régimen hiposódico.
178,Régimen isocalórico pobre en grasas saturadas.
178,Suprimir el colesterol de la dieta.
178,Grasas saturadas <25% del total.
179,Inhibidores de la HMGCoA reductasa.
179,Acido nicotinico.
179,Probucol.
179,Colestipol.
180,Ácido nicotínico
180,Gemfibrozilo
180,Tratamiento con clofibrato
180,Tratamiento con una resina quelante de los ácidos biliares
181,Síndrome nefrótico
181,Anorexia nerviosa
181,Tiazidas V
181,Gestágenos
182,Dejar el tabaco por completo
182,Prescribir un fibrato
182,Dar una estatina
182,"Suspender consumo de aceites y productos de pastelería, añadiendo dosis moderadas de una resina"
183,Resina colestiramina y ácido nicotinico
183,Estrógeno y clofibrato
183,Clofibrato y gemfibrocilo
183,Suplementos de fibra dietética
184,Total < 250 mg/dL.
184,Total < 230 mg/dL
184,HDL > 50 mg/dL y LDL > 130 mg/dL
184,LDL < 130 mfg/dL
185,"Déficit de 21-hidroxilasa forma “pierde sal""."
185,Déficit de 11-hidroxilasa.
185,Déficit de 17-alfa-hidroxilasa.
185,"Déficit de 20,22-desmolasa."
186,Estenosis pilórica
186,Hipotiroidismo secundario
186,Panhipopituitarismo
186,Hiperaldosteronismo
187,Aldosterona
187,DOCA (acetato de desoxicorticosterona)
187,ACTH
187,Andrógenos
188,Macroglosia.
188,Aumento del volumen de las manos
188,Prognatismo.
188,Hipertelorismo.
189,L-tiroxina
189,Hidrocortisona
189,Prednisona
189,Amantadina
190,Síndrome de Wermer (NEM I)
190,Síndrome de Schmidt
190,MEN II B.
190,Sindrome de Mc Cune Albright.
191,Fenoxibenzamina
191,Nitroprusiato
191,Diltiazem
191,Verapamil
192,Síndrome de Nelson
192,Síndrome de Turner
192,Neoplasias endocrinas múltiples II (Men II)
192,Síndrome poliglandular autoinmune
193,Páncreas
193,Hipófisis
193,Tiroides
193,Suprarrenal
194,Adenomas hipofisarios secretores de prolactina.
194,Metástasis pulmonares de tumores paratiroideos.
194,Coma hipoglucémico por insulinomas.
194,Hipercalcemia por hiperparatiroidismo.
195,Producción ectópica de ACTH.
195,Producción ectópica de CRH.
195,Carcinoma suprarrenal.
195,Adenoma suprarrenal.
196,Hipofisectomía transesfenoidal
196,Prednisona
196,Propranolol
196,Amitriptilina
197,Esclerosis múltiple
197,Hipoglucemia secundaria a hepatoma
197,Síndrome de Cushing
197,Hidrocefalia con presión normal
198,Acromegalia secundario a la hipersecreción de hormona somatotropa (GH).
198,Enfermedad de Cushing secundaria a hipersecreción de ACTH.
198,Hipertiroidismo 2o por hipersecreción de TSH.
198,Hipofunción tiroidea por adenoma de hipófisis no funcionante.
199,TSH sérica basal.
199,Test de supresión fuerte con dexametasona.
199,Gonadotropinas plasmáticas.
199,Somatomedina-C basal.
200,Hiperparatiroidismo.
200,Hipotiroidismo.
200,Pseudohiperparatiroidismo.
200,Hipertiroidismo.
201,Hipófisis linfocitaria.
201,Adenoma hipofisario no funcionante.
201,Síndrome de Nelson.
201,Síndrome de la silla turca vacía
202,Adenoma hipofisario.
202,Toma de fenitoina.
202,Apoplejía hipofisaria.
202,Sindrome de Sheehan.
203,Presencia de mixedema.
203,Disminución de la pigmentación melánica.
203,Demacración y caquexia.
203,Pérdida del vello axilar y pubiano.
204,Amenorrea.
204,Dismenorrea primaria.
204,Endometriosis.
204,Hemorragia uterina anormal.
205,Hipotiroidismo
205,Disgenesia gonadal
205,Síndrome de Cushing
205,Pseudohipoparatiroidismo
206,LH
206,FSH
206,Levotiroxina
206,DDAVP
207,Acidosis metabólica.
207,Hipocalcemia.
207,Déficit de Vitamina D3 activa.
207,Resistencia esquelética a la PTH.
208,Osteitis fibrosa quística.
208,Litiasis renal.
208,Nefrocalcinosis.
208,Pancreatitis aguda.
209,Carcinoma pulmonar con hipercalcemia
209,Carcinoma prostático pancreático
209,Hiperparatiroidismo 1o por 2 o más adenomas de paratiroides
209,Hiperparatiroidismo secundario
210,Carcinoma
210,Adenoma múltiple
210,Hiperplasia de células principales
210,Hiperplasia de células oxifilas
211,Hipoparatiroidismo secundario
211,Malabsorción intestinal
211,Gota úrica
211,Hipercalciuria idiopática del adulto
212,Hipoparatiroidismo.
212,Hipogonadismo.
212,Pseudohipoparatiroidismo.
212,Plasmocitoma.
213,Hidratación.
213,Estrógenos.
213,Progestágenos.
213,Furosemida.
214,Hipoparatiroidismo idiopático.
214,Hipomagnesemia.
214,Insuficiencia renal crónica.
214,Déficit de vitamina D.
215,Hiperparatiroidismo primario
215,Neoplasias de mama
215,Sarcoidosis
215,Sobredosis de vit D
216,Hiperparatiroidismo
216,Enfermedad de Paget
216,Inmovilización
216,Administración de diuréticos tiacidicos
217,Hierro.
217,Ácido fólico.
217,Glucosa.
217,Grasas.
218,Hiperfosfatemia.
218,Hipoparatiroidismo.
218,Hipercalcemia.
218,Fosfatasa alcalina baja.
219,Enfermedad de Paget ósea
219,Secreción ectópica de hormona paratiroidea
219,Hiperparatiroidismo 1o
219,Osteoporosis postmenopausica
220,Raquitismo dependiente de la vitamina D tipo l
220,Pseudohipoparatiroidismo.
220,Raquitismo resistente a la vit D ligado al cromosoma X
220,Hipercalcemia tumoral.
222,C
222,D
222,E
222,K
223,Colina.
223,Etanolamina.
223,Serina.
223,Glicina.
224,Tiamina.
224,Niacina.
224,Cobalamina.
224,Ácido pantoténico.
225,Tiamina.
225,Piridoxina.
225,Vitamina B12
225,Acido pantoténico
226,Aumentar la formación activa de hueso.
226,Aumentar la absorción tubular del calcio.
226,Disminuir la absorción tubular del fósforo.
226,Producir hipercalcemia.
227,Adenocarcinoma
227,Macrocítico de pulmón
227,Epidermoide
227,Carcinoide Bronquial
230,Mesotelioma
230,Hernia diafragmática
230,Granulomatosis de Wegener
230,Lupus eritematoso sistémico
231,Prostaciclinas
231,Corticoides
231,Fluidoterapia
231,Antibióticos
233,Obstrucción de la vía aérea alta
233,Isquemia miocárdica aguda
233,Inestabilidad hemodinámica
233,Arritmia cardíaca grave
235,Alteración del endotelio vascular
235,Aumento de presión oncótica
235,Alteración de sustancia tensoactiva
235,Colapso alveolar
236,AGA
236,BK en jugo gástrico
236,TAC pulmonar
236,RMN de tórax
237,Tuberculosis
237,Neoplasia pulmonar
237,Neumonía
237,Síndrome de Meigs
238,Lesiones en panal de abeja en bases
238,Imágenes vasculares en ala de mariposa
238,Patrón en forma de vidrio esmerilado
238,Lesiones de tipo reticulonodulillar difusos
239,Pancreatitis
239,Embolia grasa
239,Tuberculosis miliar
239,Edema pulmonar neurogénico
240,Intercostal externo
240,Subcostal
240,Serrato anterior
240,Escaleno
241,Volumen de reserva inspiratoria
241,Volumen de ventilación pulmonar
241,Capacidad inspiratoria
241,Capacidad vital
242,Hiperkalemia
242,Hipocalcemia
242,Bradicardia
242,Disminución de ácidos grasos libres
243,Asma
243,Derrame pleural
243,Atelectasia
243,Bronquitis
244,Ampicilina
244,Ciprofloxacino
244,Clindamicina
244,Cefalexina
245,Neumonía
245,Metahemoglobinemia
245,Neumatocele
245,Arritmia
246,Aspergilosis pulmonar
246,Neumonía atípica
246,EPOC
246,Silicosis
247,Anteriores y laterales de lóbulos inferiores
247,Superiores y basales de lóbulos medios
247,Superiores y basales medios de lóbulos inferiores
247,Anteriores y lingulares de lóbulos inferiores
248,Radiografia de tórax
248,Gammagrafía pulmonar
248,Resonancia magnética
248,Ecografía torácica
249,Hiperprolactinemia
249,Hipergastrinemia
249,Hipercalcitoninemia
249,Incremento del factor estimulador de la tiroides.
250,Granulomatosis alérgica de Churg-Strauss
250,Micosis pulmonar alérgica
