question_id,answer_text
190,Síndrome de Sipple (NEM 2)
191,Fentolamina
192,Neoplasias endócrinas múltiples I (Men 1)
193,Paratiroides
194,Complicaciones ulcerosas y posgastrectomía de los gastrinomas.
195,Macroadenoma hipofisario.
196,Bromocriptina
197,Tumor hipófisario
198,Hiperprolactinemia por hipersecreción de prolactina.
199,Prolactina sérica basal.
200,Síndrome de hueso hambriento.
201,Síndrome de Sheehan.
202,Silla turca vacia primaria.
203,Amenorrea.
204,Oligomenorrea
205,Déficit de GH
206,Hidrocortisona
207,Hipofosfatemia.
208,Hipercalcemia asintomática.
209,Hiperparatiroidismo 1° por adenoma único de paratiroides
210,Adenoma solitario
211,Hiperparatiroidismo primario
212,Hiperparatiroidismo.
213,Tiazidas.
214,Hipoparatiroidismo postquirúrgico.
215,Malabsorción intestinal
216,Neoplasia maligna
217,Calcio.
218,Disminución de vitamina D.
219,Déficit de vitamina D
220,Raquitismo dependiente de la vitamina D tipo II
222,A
223,Tiamina.
224,Vitamina C
225,Niacina.
226,Inhibir la resorción del hueso.
227,Microcítico de pulmón
230,Mixedema
231,Oxígeno a flujo alto
233,EPOC agudizado
235,Aumento de presión hidrostática
236,Biopsia pleural
237,Insuficiencia cardiaca congestiva
238,Infiltrados alveolares intersticiales bilaterales
239,Sepsis
240,Intercostal interno
241,Volumen espiratorio forzado al primer segundo
242,Hiperglicemia
243,Neumonía
244,Azitromicina
245,Neumonitis
246,Tuberculosis pulmonar
247,Apicales y posteriores de lóbulos superiores
248,Tomografía axial computarizada
249,Hipercalcemia
250,Síndrome de Loeffler
251,Atelectasia.
252,Fluidoterapia
253,"Oxigenoterapia, ceftriaxona 2 gr EV asociado con azitromicina"
254,Corticoides inhalados
255,> 25 neutrófilos y < 10 células epiteliales
256,Neumonía adquirida en la comunidad
257,Streptococcus pneumoniae.
258,"PO2: 50, PCO2: 35, pH: 7.30"
259,Glucocorticoides orales
260,Inicio de antibióticos con actividad en el alveolo.
261,"<0.5, < 0.6"
262,Cirrosis hepática.
264,Piperacilina/ Tazobactam
265,Carcinoma broncogénico.
266,Virus sincitial respiratorio
267,50-200.
268,Intermitente.
269,Pulso paradojal.
270,Albuterol.
271,Corticoide sistémico.
272,"2,4,12."
273,Pseudomona.
274,Radiografía de tórax y hemograma.
275,Insuficiencia respiratoria ventilatoria.
276,Abandono del tabaquismo.
277,Neumoconiosis.
279,Crepitantes - soplo tubárico - vibraciones vocales aumentadas.
280,Beta agonistas de acción corta inhalados.
281,Mycoplasma pneumoniae.
282,Excluir TEP por baja probabilidad clínica más negatividad del Dímero-D.
283,Drenaje pleural.
284,Tomografía axial computarizada.
285,Adenocarcinoma.
286,Derrame pleural.
287,Neumonía.
288,Análisis de gases arteriales.
289,Multi drogoresistente.
290,Comorbilidad VIH.
291,5 mg/kg/día (máximo 300 mg/día).
292,Bronquiolitis.
293,Sepsis.
294,Dificultad respiratoria.
295,Edema pulmonar
296,Edema pulmonar de altura
297,Biopsia pleural percutánea.
298,Derrame pleural importante
299,Atelectasia
300,Saturación de oxigeno.
301,Asma bronquial.
302,Asma bronquial.
303,Asma.
304,Crisis asmática aguda
305,Crisis asmática severa
306,Síntomas nocturnos mayor a una vez a la semana.
307,Asma persistente moderada.
308,Asma persistente.
309,Asma persistente leve.
310,Cianosis.
311,Presencia de sibilancias diseminadas.
312,Neuropéptidos.
313,Obstrucción reversible en la espirometria.
314,La medida del flujo espiratorio o del FEV1
315,Test de respuesta al broncodilatador.
316,Taquipnea.
317,Uso de musculos accesorios y presencia de pulso paradójico.
318,Hipercapnia
319,Hidroxicortisona EV.
320,"Fenoterol 1 gota/5 kilos + hidrocortisona 150 mg, cada 6 horas EV."
322,Salbutamol y dexametasona.
323,Corticoide inhalado.
324,Dextrosa 5% EV.
325,Beta-2 agonistas de acción corta.
326,B2 agonista.
327,Cromoglicato de sodio.
328,Glucocorticoides inhalados.
329,Ceftazidima y amikacina.
330,Bacilos gramnegativos.
331,Bacterias gramnegativas.
332,"Estafilococo aureus, pseudomonas aeruginosa"
333,Streptocococcus pneumoniae.
334,Ninguno.
335,Cefalosporina de tercera generación más macrólidos.
336,Streptococcus pneumoniae.
337,Pseudomonas aeruginosa.
338,Streptococcus pneumoniae.
339,Dolor en punta de costado.
340,Ampicilina
341,Pseudomonas.
343,Mycoplasma pneumoniae.
344,Macrólidos.
345,Hiponatremia e hipofosfatemia.
346,Neumonía por Mycoplasma pneumoniae.
347,Metronidazol
348,Neumonía aspirativa.
349,Clindamicina.
350,Viral
351,Cotrimoxazol.
352,Trimetropim-sulfametoxazol.
353,Neumonía lobular
354,Penicilina G sodica.
355,Alcoholismo.
356,"<10 células epiteliales, > 25 polimorfonucleares."
357,Neumonía grave.
358,Staphylococcus aureus.
359,Staphylococcus aureus.
360,Estafilococo aureus.
361,Oxacilina.
362,Bacterias anaeróbicas.
363,Anaerobios.
364,La capacidad necrotizante del estafilococo.
365,Cloranfenicol + Eritromicina
366,Klebsiella
367,Eritromicina
368,Neumonía por Chlamydia pneumoniae
369,Eritromicina
370,Neumonitis por aspiración.
371,Neumonitis por hipersensibilidad
372,Bronconeumonía.
373,El tratamiento consiste fundamentalmente en la corrección de la hipoxemia y de la causa desencadenante
375,Ventilación mecánica
376,Insuficiencia respiratoria crónica con una reagudización.
377,EPOC
378,Haemophilus influenzae.
379,Acropaquias
380,Bronquitis crónica.
381,Bronquitis crónica
383,Deficiencia de antitripsina-a1
384,Muy disminuida
385,Centrolobulillar
386,Asbestosis
387,Mycobacterium tuberculosis.
388,Psitacosis
389,Drenaje torácico.
390,Pleural.
391,Amebiasis
392,Insuficiencia cardiaca congestiva.
393,Tumor en el mediastino.
394,Exudado/ buscar etiología.
395,Mayor de 0.6
396,Artritis reumatoide.
397,Infecciones no tuberculosas
398,Insuficiencia ventricular izquierda.
399,Insuficiencia cardiaca congestiva
400,Insuficiencia cardiaca izquierda
401,Cirrosis
402,Drenaje pleural.
403,Empiema.
404,Infección pulmonar.
405,DHL menor de 1.000mg %.
406,Tuberculosis.
407,TBC pleural
408,Tuberculosis pleural
409,Segmentos apical y posterior de lóbulos superiores.
410,Bilirrubina y transaminasas.
411,"Bronquiectasia, secuela de tuberculosis."
412,Cultivo en medio de Lowenstein
413,Estudio de esputo para BK directo y cultivo.
415,"Isoniazida, rifampicina, etambutol, pirazinamida."
416,Indicar quimioprofilaxis antiTBC con isoniazida
418,Continuar el tratamiento y solicitar cultivo.
419,Cicloserina.
420,Bronquiectasia.
421,Bronquiectasias
422,Son dilataciones anormales y permanentes de los bronquiolos
423,Carcinoma broncogénico
424,Carcinoma broncogénico.
425,Carcinoma a células pequeñas.
426,Carcinoma microcítico
427,C. broncoalveolar
428,Epidermoide.
429,Carcinoma escamoso.
430,Tumor carcinoide.
431,Síndrome de Kartagener
432,Marcadores tumorales séricos.
433,TAC
434,Mesotelioma.
435,Mesotelioma.
436,Carcinoma metastásico en pleura.
437,Quiste hidatidico pulmonar.
438,Quistectomía.
439,Quiste hidatídico.
440,Pneumocystis jiroveci.
441,Artritis reumatoide.
442,Líneas de Kerley B.
443,Mycoplasma pneumoniae.
444,Fibrosis pulmonar intersticial.
445,Fibrosis pulmonar idiopática.
447,Frecuentemente se acompaña de compromiso pleural.
448,Aspergilosis broncopulmonar alérgica.
449,Corticoides.
450,Histoplasmosis pulmonar
451,Cocaína
452,Depresión mayor
453,Irritabilidad
454,Abstinencia alcohólica
455,Carencia de la figura paterna
456,Evitativa
457,Trastorno de pánico
458,Ansiedad generalizada
459,Antisocial
460,Cocaina
461,Propranolol
462,Mejora la autoestima.
463,Cocaina.
464,Flumazenilo.
465,Depresión
466,Heroina.
467,Depresión mayor.
468,Depresión mayor.
469,Depresión mayor.
470,Actividad física exagerada.
471,Fobia social.
472,Atracones.
473,Intento suicida previo.
474,Delirio.
475,Depresión.
476,"Noradrenalina, dopamina y serotonina."
477,Litio.
478,Fobia específica.
479,Psicosocial.
480,Intentos previos.
481,Haloperidol.
482,Anfetaminas
483,Neuroléptico.
484,"0,6-1,2 mEq/l."
485,Depresión atípica.
486,Bupropión.
487,Haloperidol.
488,Distonía aguda.
489,Acaticia.
490,Trastorno de la personalidad por evitación.
491,Fobia social.
492,Fobia simple
493,La fobia simple.
494,Crisis de pánico.
495,Agorafobia.
496,Trastorno de angustia
497,Reacción de angustia ante la gran tensión.
498,Crisis de angustia (pánico)
499,Un miedo extremo y una sensación de muerte inminente.
500,La angustia.
501,Claustrofobia/ Psicoterapia conductual.
502,Trastornos de ansiedad
503,Sequedad de piel
504,Estrés postraumático.
505,El estado de ánimo deprimido
506,Empezó a sufrir automatismos verbales
507,Violaciones.
508,Trastorno por ansiedad generalizada.
509,Trastorno de ansiedad generalizada.
510,Trastorno de ansiedad generalizada.
511,Del miedo a la contaminación seguida de la compulsión de lavados.
512,Trastorno obsesivo compulsivo/ Clomipramina.
513,Trastorno obsesivo compulsivo.
514,Obsesión de contaminación con compulsiones de lavado.
515,Rechaza con angustia las ideas contaminantes.
516,Obsesivo-compulsivo
517,Insólito y parasitario
518,La soledad.
519,Personalidad paranoide.
520,Anorexia nerviosa.
521,Presentarse en cualquier nivel socioeconómico.
522,Anorexia nerviosa.
523,Alteraciones hidroelectrolíticas
524,"Miedo intenso a ganar peso, estando incluso por debajo del peso normal."
525,Alteraciones en la percepción de la imagen corporal
526,Rechazo de la enfermedad
527,Actividad física disminuida
528,Depresión.
529,Depresión psicótica
530,Tratamiento cognitivos -conductuales.
531,Suicidio
532,"Varón de 55 años, alcohólico, viudo, vive solo"
533,Enfermedad médica crónica y aislamiento social.
535,Autodepreciación
536,Anhedonia
537,Depresión
538,Depresión.
539,Bajo rendimiento.
540,Todas pueden aparecer.
541,Depresión endógena.
542,Somnolencia excesiva diurna.
543,Depresión mayor.
544,Depresión mayor.
545,2
546,Mejoría vespertina
547,Depresión mayor delirante.
548,Manía persecutoria.
549,Trastorno bipolar
550,Carbonato de litio
551,EEG
552,Valproato.
553,Fuga de ideas.
554,Manía
555,Manía.
556,Episodio maníaco.
557,Ideación obsesiva
558,Aumento de las necesidades del sueño
559,Manías.
560,Distimia
561,Trastorno de ideas delirantes persistentes
562,Clorpromazina.
563,Esquizofrenia.
564,Ausencia de factores psicosociales precipitantes.
565,Esquizofrenia.
566,El inicio de la enfermedad a una edad precoz.
568,Que se produzca durante su curso un deterioro en el ajuste social y laboral del paciente.
569,Alucinaciones o pseudoalucinaciones auditivas
570,Paranoide.
571,Paranoide.
572,Paranoide.
573,Estados paranoides
574,Ausencia de alucinaciones
575,Conducta catatonica
576,Alteraciones psicomotoras.
577,Esquizofrenia simple.
578,Rigidez muscular y fiebre
579,Necesidad imperiosa de moverse.
580,Trastorno esquizofreniforme.
581,Paranoico.
582,Ideas delirantes de carácter interpretativo.
583,Personalidad limítrofe.
584,Limite (borderline)
585,Trastorno limite de la personalidad.
586,Borderline.
587,Por dependencia.
588,Trastorno paranoide de la personalidad.
589,Paranoide
590,Se tengan ideas delirantes de perjuicio
591,Trastorno esquizoide de la personalidad.
592,Personalidad esquizoide.
593,Indiferencia a la crítica de los demás.
594,Histrionica
595,Trastorno histrionico de la personalidad.
596,Narcisista
597,Narcisista.
598,Anancástico
599,Antisocial.
600,Antisocial
601,Trastorno de la personalidad por evitación.
602,Trastorno pasivo-agresivo.
603,Trastorno de despersonalización
604,Trastorno por somatización.
605,Trastorno somatomorfo.
606,Un trastorno dismórfico.
607,Dismorfobia.
608,Trastorno de conversión
609,Terrores nocturnos.
610,"Agitación psicomotriz, desorientación, alucinaciones, temblores."
611,Delirio por deprivación alcohólica (Delirium Tremens).
612,Las crisis suelen aparecer a partir de las 38 horas.
613,En los dos primeros días
614,Tiamina primero y suero glucosado después.
615,Gammaglutamil transpeptidasa (GGT)
616,Del alcoholismo
617,Auditivo
618,Sindrome de Korsakoff.
619,El orden de aparición de alteraciones es: oftalmoplejia-nistagmo-confusión-ataxia.
620,examinado.
621,Clostridium difficile
622,Infiltrado intersticial difuso
623,Aspergiloma
624,Contactos VIH (+) con PPD mayor de 5mm
627,2 a 4 semanas.
629,Beber el agua sin temor
630,Vancomicina
631,Chancroide
632,Tuberculosis.
633,Infecciones urinarias
635,E4
636,Rinovirus.
637,Brucelosis
638,Staphylococcus aureus
639,Tinción de Gram del exudado
640,Infección secundaria por Aspergillus (aspergilomas)
641,Aspergilosis pulmonar invasiva
642,Elevada frecuencia de afectación extrapulmonar y diseminada
643,Tuberculosis
644,Plasmodium malariae
645,Malaria
646,Virus Herpes 8
647,"Toxoplasmosis, Rubeola, Citomegalovirus, Herpes virus."
648,Contaminación en el sitio de entrada a través de la piel.
649,Ciprofloxacina
650,Bartonella henselae
651,Encefalitis por VIH
652,Encefalopatía difusa
653,Encefalitis herpética
654,Encefalitis toxoplásmica
655,Aciclovir
656,Brucella.
657,Brucelosis aguda.
658,Doxiciclina más rifampicina por 45 días
659,Brucelosis.
660,Trabajo en un camal.
661,Brucelosis.
663,200/mm3
664,Pentamidina i.v.
665,Uso de pentamidina en aerosol
666,Cotrimoxazol + corticoides
667,Indinavir.
668,VIH
669,AZT
670,Medición de los niveles de ARN viral en plasma
671,Criptococo
672,Criptococosis
673,Criptococosis.
674,Criptococosis
675,Criptococo.
676,Angiomatosis bacilar
677,Azitromicina.
678,"Claritromicina, etambutol y rifabutina"
679,200
681,Pirimetamina + Sulfadiazina
682,Toxoplasmosis.
683,Toxoplasmosis.
684,Toxoplasmosis cerebral
685,Zidovudina (AZT)
686,TBC.
687,Tuberculosis primaria.
689,Resección pulmonar
690,"Isoniazida, rifampicina, pirazinamida y etambutol"
691,"Rifampicina, isoniazida, etambutol"
692,Multidrogoresistente.
693,5 mg/kg de peso.
694,Presencia de anergia
695,Efectuar quimioprofilaxis con isoniazida 6 meses
696,Riñón
697,Síndrome cistítico con orina aséptica hipúrica
698,Tratar con un sólo fármaco
699,Suele ser consecuencia de reactivación de enfermedad latente
700,Cualquiera de las fases del VIH.
701,Control de contactos.
702,Leptospirosis.
703,Leptospirosis
704,Leptospirosis.
705,Fiebre del Dengue.
706,Probable dengue.
707,Aedes aegypti.
708,"Únicamente reposición hidroelectrolítica y tratamiento sintomático de dolor abdominal, la fiebre y los vómitos."
709,Rehidratación y medidas de sostén
710,Ninguno
711,Hígado.
712,Entamoeba histolytica.
713,Enterotoxina estafilocócica.
715,Campylobacter
716,Campylobacter jejuni
717,Ciprofloxacino sólo si presenta síntomas moderados o graves.
718,Staphyloccocus aureus.
719,Escherichia coli enterotoxigénica.
720,Escherichia coli
721,Toxina de Clostridium botulinum.
722,Detección de toxina de Clostridium difficile en heces.
723,La cantidad de la toxina B se correlaciona con la severidad de la enfermedad
724,Rotavirus
725,Mononucleosis por citomegalovirus.
726,Mononucleosis infecciosa
727,Diagnosticar una mononucleosis infecciosa
728,Listeria Monocytogenes
729,Afecta al nervio trigeminal
730,Varicela.
731,Nervio trigeminal
732,Virus del herpes simple tipo 2 (HSV-2)
733,Infección por herpes simples II.
734,Herpes genital
735,Aciclovir oral 200 mg/5 horas/7 - 10 días
736,Aciclovir.
737,Primoinfección por Herpes simple tipo 2
738,HSV tipo 6
739,Citomegalovirus
740,Citomegalovirus — aciclovir
741,Citomegalovirus
742,Infección por CMV.
743,Foscarnet i.v
744,Ganciclovir
745,Iniciar tratamiento con foscarnet
746,Foscarnet
747,Enfermedad por CMV
748,Virus de Epstein-Barr
749,Hiperproliferación de los linfocitos infectados por el VEB
750,Infección por virus Epstein-Barr
751,Carcinoma del canal anal
752,Gonococo.
753,Chlamydia trachomatis
754,Ceftriaxona  125 mgr intramuscular en dosis única más Doxiciclina 7 días
755,Monodosis de 250 mg de ceftriaxona
756,Gonococemia
757,Cultivo cervicouterino
758,Investigar Chlamydia trachomatis y tratar con doxiciclina
759,Calymmatobacterium
760,Vaginosis bacteriana.
761,La histopatología de la lesión muestra infiltración de PMN
762,Evaluación seriada del título del VDRL o RPR (pruebas no treponémicas)
763,Adenopatía
764,VDRL en LCR.
765,Chancro blando
766,Respuesta a la ampicilina
767,Espiroquetas
768,Condyloma acuminatum
769,Reaginas plasmáticas rápidas en suero
770,Neumococo.
771,Empiema
772,Dolor toráxico pleurítico
773,Klebsiella pneumoniae.
774,Eritromicina.
775,Doxiciclina.
776,Anfotericina B
777,Eritromicina 2-4 g / día durante 14 días
778,Afectación de 2 lóbulos pulmonares
779,Staphylococcus aureus
780,Vancomicina
782,Neumonía lobar
783,Mycoplasma pneumoniae
784,Micoplasma.
785,Mycoplasma pneumoniae.
786,Etambutol + claritromicina
787,Eritromicina
788,Betaláctamico + aminoglucósido
789,Aztreonam.
790,Clindamicina + Ceftriaxona
791,Clindamicina durante 2 a 4 meses
792,Aspiración de secreciones
793,Coccidioidomicosis.
794,Neisseria meningitidis.
795,Borrelia burdogferi.
796,Ceftriaxona
797,Meningitis viral
798,Cefotaxima
799,Espiramicina
800,Rifampicina 4 días a todos
801,Una cefalosporina de 3a generación
802,Listeria monocytogenes
803,Amebiasis.
804,30 a 50 mg/Kg/día.
805,Varices esofágicas
806,HbeAg.
807,HBV
808,HBV
809,Hepatitis del suero
810,Insuficiencia cardiaca
811,Coartación aórtica
812,Staphylococcus epidermidis.
813,Vancomicina
814,Carcinoma de colon.
815,Pseudomonas aeruginosa
816,Piperazilina / tazobactam.
817,Mielocultivo
818,Hemocultivos en la 1ra semana
819,Uso de tampón vaginal
820,Staphylococcus epidermidis
821,Histoplasmosis
822,Anfotericina B
823,Infección por Trichophyton.
824,Labetalol
825,2
826,Intervalo QT
827,Hidroclorotiazida
828,Cuidar la función respiratoria
829,Noradrenalina
830,2025-01-03 00:00:00
831,Con gasto cardíaco bajo
832,Inferior
834,Cambios én los estilos de vida
835,Masaje cardíaco
837,Disnea
838,"DI, aVL"
839,Hemocultivos positivos para micrborganismos típicos
840,Cardíaca.
841,Taquicardia ventricular sin pulso
842,Infarto de miocardio de cara inferior
843,Amlodipino.
844,Nitropusiato de sodio
846,Disneico y sudación profusa al lactar.
847,Electrocardiograma y troponina T.
848,Gasto cardiaco bajo.
849,Neoplasia intracraneal.
850,Creatinfosfokinasa.
851,"Hipertensión arterial, diabetes mellitus, hiperlipidemia."
852,Ventrículo derecho pequeño.
853,Insuficiencia cardiaca.
854,"Ingurgitación yugular, hepatomegalia y ascitis."
855,Estenosis aórtica.
856,Estenosis pulmonar.
857,Mitral y aórtica.
858,"Dolor precordial, disnea y sincope."
859,Hipertensión arterial y enfermedad coronaria crónica.
860,Insuficiencia cardiaca congestiva.
861,Tetralogía de Fallot.
862,Esplenomegalia
863,Shock cardiogénico.
864,Disminución de las presiones de llenado (Presión telediastólica del VI)
865,Líquidos intravenosos.
866,Embolismo pulmonar
867,Intoxicación digitálica.
868,Extrasístoles ventriculares.
869,Bloqueo A-V de segundo grado tipo I
870,Cardioversión eléctrica.
871,Cardioversión.
872,Extrasístoles ventriculares.
873,Lidocaina.
874,Fibrilación ventricular primaria.
875,Inhibidores de la ECA.
876,Antagonistas del calcio y betabloqueantes.
877,Sobrepeso.
878,Infarto agudo de miocardio.
879,Infarto agudo de miocardio/ trombolítico.
880,Pericarditis aguda.
881,"Elevación sostenida del ST, seguida de inversión de onda T y onda Q."
882,4 horas.
883,Isquemia Miocardica.
884,"Tabaco, hipertensión arterial e hipercolesterolemia."
885,Angina estable.
886,"Antagonistas de calcio, aspirina, nitratos."
887,Angina inestable
888,Acido acetilsalicilico.
889,Infarto agudo de miocardio.
890,Nitroglicerina sublingual.
891,Disminuye las crisis anginosas.
892,Dolor retroesternal en esfuerzo.
893,Practicar un cateterismo cardiaco.
894,Pre-hipertension arterial.
895,Continuar con el mismo antihipertensivo y cambiar el estilo de vida.
896,Losartan.
897,"Con insuficiencia renal crónica, avanzada, tratada con hidroclorotiazida."
898,Captopril.
899,Diazoxido y/o nitroprusiato sódico.
900,Infarto cerebral por trombosis.
901,Diurético tiazídico mas calcio-antagonista.
902,Hipertensión arterial.
903,Diabético con nefropatía diabética.
904,2 y 4
905,Tiazidas.
906,Verapamil.
907,Control cada 6 meses.
908,Taponamiento cardiaco.
909,Presión venosa disminuida.
910,Pericardiocentesis.
911,Disnea de esfuerzo.
912,Insuficiencia cardiaca descompensada.
913,Carvedilol.
914,El llenado ventricular rápido.
915,La ecocardiografia.
916,Hipertensión pulmonar.
918,Insuficiencia ventricular izquierda.
919,Poliuria.
920,Captopril
921,Artritis reumatoidea.
923,Estafilococo aureus.
924,Absceso periaortico.
925,Hemocultivos positivos a un mismo germen.
926,S. Epidermidis
927,Comunicación interauricular.
928,Prolapso de la válvula mitral
929,Idiopática.
930,Mejora con el decúbito y se incrementa al sentarse.
931,Distensión de las venas del cuello que aumentan en la inspiración
932,Pericarditis constrictiva.
933,Congestión venosa sistémica.
934,Miocardiopatía hipertrófica.
935,Disnea de esfuerzo.
936,Propranolol.
937,Miocardiopatía hipertrófica obstructiva.
938,Miocardiopatía hipertrófica obstructiva.
939,Presenta con frecuencia trombos adosados a Ias paredes ventriculares.
940,Función diastólica alterada.
941,Estenosis mitral.
942,Estenosis mitral.
943,Fiebre reumática.
944,Continuar con tratamiento a base de penicilina V indefinidamente
945,Anamnesis y exploración física.
946,Penicilina benzatina i.m. una vez al mes
947,Estenosis aórtica.
948,Estenosis aortica.
949,Cambio de estilos de vida.
951,100 mg/dL
952,Es un cortocircuito de izquierda a derecha cianótico.
953,Persistencia del ductus arterioso.
954,Comunicación interventricular.
955,CIV.
956,"CIV pequeña y restrictiva, cierre espontáneo"
957,Transposición de grandes vasos.
958,Hipoxemia.
959,Se asocia a CIA.
960,Diabéticos tipo 2.
961,Vena cava superior.
962,Cor pulmonale.
963,Esclerosis de la válvula aórtica.
964,Sobrepeso 15-20% del peso ideal.
965,Alargamiento del QT en el ECG.
966,Coartación de aorta
967,Coartación aortica.
968,Administrar prostaglandina E1 intravenosa
969,Anomalía de Ebstein
970,Pulsos periféricos amplios.
